raw_id,raw_name,raw_desc,resolved_exists,resolved_id,canonical_id,resolved_action,_cluster_id,notes
CanRep_Can_7162025c,Design and Corrosion Control,A book by V.R. Pludek discussing design strategies for corrosion control.,True,CanRep_Can_7162025c,Can_7162025c,kept_noise_global,-1,
CanRep_Can_da41dd41,fatigue cracking,"Cracking that occurs in materials due to cyclical stresses over time, often leading to sudden failure.",True,CanRep_Can_da41dd41,Can_da41dd41,kept,234,
CanRep_Can_54115bfa,cyclical loading,"Repeated application of stress or load over time, often causing mechanical fatigue in materials.",True,CanRep_Can_bad47f0e,Can_54115bfa,merged,197,
CanRep_Can_1d77bf37,control valves,"Valves used to control fluid flow, which can cause vibration problems due to high pressure drops and are susceptible to vortex shedding.",True,CanRep_Can_1d77bf37,Can_1d77bf37,kept,26,
CanRep_Can_9c13920c,clam shell fingerprint,"A pattern with concentric rings called 'beach marks' indicating fatigue failure, a signature mark of fatigue failure with concentric rings from crack initiation.",True,CanRep_Can_415e339c,Can_9c13920c,merged,18,
CanRep_Can_02c9534a,vibration-induced fatigue,"A form of mechanical fatigue caused by dynamic loading due to vibration, water hammer, or unstable fluid flow.",True,CanRep_Can_02c9534a,Can_02c9534a,kept,225,
CanRep_Can_972ba58d,water hammer,A pressure surge or wave caused when a fluid in motion is forced to stop or change direction suddenly.,True,CanRep_Can_972ba58d,Can_972ba58d,kept,67,
CanRep_Can_c64c8dfc,notches,Geometric features or indentations in materials that can concentrate stress and lead to crack initiation.,True,CanRep_Can_c64c8dfc,Can_c64c8dfc,kept,80,
CanRep_Can_a5046b2b,vibration dampening equipment,Devices used to reduce or eliminate vibrations in mechanical systems.,True,CanRep_Can_a5046b2b,Can_a5046b2b,kept,37,
CanRep_Can_b026e5c8,oxidation,"A chemical reaction where materials degrade by reacting with oxygen, often leading to corrosion.",True,CanRep_Can_78879b78,Can_b026e5c8,merged,228,
CanRep_Can_b9483f19,joint configurations,Designs of joints in heavy wall sections to minimize restraint during welding and PWHT.,True,CanRep_Can_b9483f19,Can_b9483f19,kept_noise_global,-1,
CanRep_Can_ed706fc2,galvanic corrosion,"A form of corrosion occurring at the junction of dissimilar metals in a conductive environment, where Zn corrodes to protect underlying carbon steel in galvanized steel.",True,CanRep_Can_9c9ae279,Can_ed706fc2,merged,231,
CanRep_Can_e46dca96,electrolyte,"A fluid that can conduct a current, necessary for galvanic corrosion to occur.",True,CanRep_Can_e46dca96,Can_e46dca96,kept_noise_global,-1,
CanRep_Can_a752f80b,Copper Alloyed Aluminum,"Aluminum alloyed with copper, known for being affected by atmospheric corrosion.",True,CanRep_Can_a752f80b,Can_a752f80b,kept,183,
CanRep_Can_ec6b0458,ASME,"American Society of Mechanical Engineers, an organization providing engineering standards and publisher of the Boiler and Pressure Vessel Code, located at 3 Park Avenue, New York.",True,En_574f479f,Can_ec6b0458,merged,192,
CanRep_Can_a54c4533,Austenitic,"A type of metallurgical structure found in stainless steels and nickel base alloys, known for its face-centered cubic crystal structure.",True,En_8b79df00,Can_a54c4533,merged,171,
CanRep_Can_90239f45,Copper,"Copper, a common material of construction and an element found in small quantities in certain steels, affected by cavitation.",True,En_2556896f,Can_90239f45,merged,116,
CanRep_Can_3e142100,Silicon,"Silicon, an element found in small quantities in certain steels and whose levels should be limited in base metal and welding consumables to minimize temper embrittlement.",True,En_7d98eb04,Can_3e142100,merged,85,
CanRep_Can_8a40bbeb,Phosphorus,"Phosphorus, an element found in small quantities in certain steels and whose levels should be limited in base metal and welding consumables to minimize temper embrittlement.",True,En_ab6d6f0e,Can_8a40bbeb,merged,72,
CanRep_Can_dc5a927e,duplex structure,"A metallurgical structure found in welds of 300 series stainless steels, combining austenitic and ferritic phases.",True,En_f61ee068,Can_dc5a927e,merged,148,
CanRep_Can_e7cdea48,Hydrogen Induced Cracking (HIC),"Internal cracks in metal connecting hydrogen blisters, often leading to surface exposure and not requiring external stress.",True,En_46dbf69e,Can_e7cdea48,merged,138,
CanRep_Can_a9636ac3,transgranular plastic shear mechanism,"Mechanism linking internal cracks due to internal pressure from hydrogen accumulation, where shearing occurs across grain boundaries.",True,En_d21b9e33,Can_a9636ac3,merged,118,
CanRep_Can_9f89fc95,C-0.5Mo,"A type of low alloy carbon steel containing 0.5% molybdenum, affected by spheroidization.",True,En_81e8d3f0,Can_9f89fc95,merged,174,
CanRep_Can_0c841cff,1Cr-0.5Mo,"A type of low alloy steel containing 1% chromium and 0.5% molybdenum, prone to spheroidization.",True,En_5099c113,Can_0c841cff,merged,173,
CanRep_Can_caf93e63,1.25Cr-0.5Mo,"A type of low alloy steel containing 1.25% chromium and 0.5% molybdenum, susceptible to spheroidization.",True,En_fd8f039e,Can_caf93e63,merged,173,
CanRep_Can_13f86e47,9Cr-1Mo,"A type of low alloy steel containing chromium and molybdenum, known for its spheroidization properties.",True,En_edca3fdb,Can_13f86e47,merged,176,
CanRep_Can_80c9dc74,Stress oriented hydrogen induced cracking (SOHIC),"An array of cracks aligned nearly perpendicular to the stress, formed by linking small HIC cracks.",True,En_0598d241,Can_80c9dc74,merged,141,
CanRep_Can_2b85c594,Stainless Steel,"A corrosion-resistant alloy of iron, chromium, and often nickel, characterized by its metallurgical structure at room temperature, including austenitic, ferritic, martensitic, and duplex.",True,En_ff6064f1,Can_2b85c594,merged,151,
CanRep_Can_f26c12d1,CDU,Crude distillation unit used in the refining process to separate crude oil into fractions.,True,En_4abe69ca,Can_f26c12d1,merged,16,
CanRep_Can_eb06f02d,Hydrogen,"Hydrogen, a chemical element with symbol H, commonly used in industrial processes.",True,En_768b1d7c,Can_eb06f02d,merged,74,
CanRep_Can_9ab6b118,Brinell hardness number,"A scale for measuring the hardness of materials, denoted as HB, through the scale of penetration of an indenter.",False,,,,,
CanRep_Can_98589739,High Pressure,"A condition involving elevated pressure levels, often relevant in industrial processes and equipment.",True,En_66e52423,Can_98589739,merged,177,
CanRep_Can_60a8eb23,Ammonium bisulfide,"Ammonium bisulfide, a chemical compound often found in refinery environments and contributing to erosion-corrosion in hydroprocessing reactor effluent piping.",True,En_c9814b95,Can_60a8eb23,merged,88,
CanRep_Can_3e10e653,PFD,"Process flow diagram, a schematic representation of the flow of processes in a plant or system.",True,En_e30992e7,Can_3e10e653,merged,1,
CanRep_Can_77dcd014,SOHIC,"Stress Oriented Hydrogen Induced Cracking, a type of cracking in metals caused by hydrogen embrittlement under stress.",True,En_5661c0c4,Can_77dcd014,merged,142,
CanRep_Can_d687000b,VDU,"Vacuum distillation unit, a process unit in refineries used to distill heavy crude oil fractions and separate components based on boiling points.",True,En_63440223,Can_d687000b,merged,17,
CanRep_Can_588be23c,Environmental Cracking,"Cracking of materials facilitated by environmental conditions such as stress and corrosive agents, resulting in surface breaking cracks.",True,En_20daf79c,Can_588be23c,merged,198,
CanRep_Can_30617a83,stress,"A critical factor influencing the graphitization process in steels, including mechanical stress that can impact the rate of graphitization.",True,En_57edcddf,Can_30617a83,merged,221,
CanRep_Can_0b5f14fd,temperature,A critical factor that affects the rate and extent of graphitization and spheroidization in steels.,True,En_87ad8d99,Can_0b5f14fd,merged,218,
CanRep_Can_35683d76,graphitization,"A process where graphite forms in steel, affecting its mechanical properties, tensile strength, and creep resistance, potentially leading to failures in equipment.",True,En_7a2069b8,,kept_noise_global,-1,
CanRep_Can_e3e578e7,random graphitization,"A type of graphitization with randomly distributed graphite nodules, affecting tensile strength in steel.",True,En_bbd0c4e3,Can_e3e578e7,merged,133,
CanRep_Can_ef12f0c8,chains or local planes of concentrated graphite nodules,"A more damaging type of graphitization with concentrated graphite nodules, resulting in significant reduction in load bearing capacity.",True,En_d9c3eea1,Can_ef12f0c8,merged,131,
CanRep_Can_6c719733,heat affected zone graphitization,"Graphitization occurring in the heat-affected zone adjacent to welds, forming weak graphite bands, potentially developing in as little as 5 years at high temperatures.",True,En_2db2dd6b,Can_6c719733,merged,134,
CanRep_Can_4f4a4f1a,non-weld graphitization,"Graphitization occurring outside of weld heat-affected zones, affecting the steel matrix, and along planes of localized yielding in steel.",True,En_43d9f590,Can_4f4a4f1a,merged,147,
CanRep_Can_a1f38d34,eyebrow graphitization,"Graphite formation within heat affected zones, appearing as a band across the section and potentially lowering creep rupture strength.",True,En_335ebb64,Can_a1f38d34,merged,137,
CanRep_Can_ae2f431c,hot-wall piping,"Piping that operates at high temperatures, used in units like FCC, catalytic reforming, and coker, and is susceptible to graphitization and spheroidization.",True,En_84a1c5d3,Can_ae2f431c,merged,104,
CanRep_Can_7dae1351,creep strength,"The strength of a material under prolonged stress at high temperature, which may be lowered by graphitization or spheroidization.",True,En_7e0ab9ad,Can_7dae1351,merged,206,
CanRep_Can_3548ed18,850°F to 1025°F (441°C to 552°C),Temperature range where equipment is more likely to suffer graphitization and temper embrittlement damage is more severe.,True,En_f7c7abe8,Can_3548ed18,merged,187,
CanRep_Can_95f9ce19,microvoid formation,"Development of small voids in material, linked to advanced graphitization damage and often preceding fissuring and cracking.",True,En_000b0d6b,Can_95f9ce19,merged,168,
CanRep_Can_cf92af52,graphitization,"Formation of graphite in steels during elevated-temperature service, affecting mechanical properties.",True,En_7a2069b8,,kept_noise_global,-1,
CanRep_Can_84b7b7cf,Non-Weld Related Graphitization Failures,"A paper discussing failures due to graphitization not related to welding, presented at CORROSION/89.",True,En_563606f4,,kept,145,
CanRep_Can_12841a44,CORROSION/89,Conference where the paper 'Non-Weld Related Graphitization Failures' was presented.,True,En_ff3e7edb,,modified,212,
CanRep_Can_16f1c953,ASM International,"Organization responsible for publishing the ASM Metals Handbook, located in Materials Park, OH.",True,En_1dc509ed,,kept_noise_global,-1,
CanRep_Can_60ea5c33,ASM Metals Handbook: Properties and Selection,"A reference book on properties and selection of iron, steels, and high-performance alloys.",False,,,,,
CanRep_Can_f030900c,D.N. French,"Author of 'Microstructural Degradation', associated with The National Board of Boiler and Pressure Vessel Inspectors.",True,En_82471a9f,Can_f030900c,merged,140,
CanRep_Can_d0089046,Microstructural Degradation,"A work discussing the degradation of microstructures in materials, authored by D.N. French.",True,En_905693c2,Can_d0089046,merged,136,
CanRep_Can_8e044be8,graphitization,"Formation of graphite in steel, affecting its mechanical properties, particularly in petroleum refining equipment.",True,En_7a2069b8,,kept_noise_global,-1,
CanRep_Can_776f1b68,low alloy steels,"Steels with small amounts of alloying elements, susceptible to various forms of embrittlement and damage.",True,En_5951db2f,Can_776f1b68,merged,181,
CanRep_Can_54b5fc3c,3Cr-1Mo,"A low alloy steel grade with chromium and molybdenum, known for its resistance to temper embrittlement and prone to spheroidization.",True,En_f0702cab,Can_54b5fc3c,merged,175,
CanRep_Can_3bc8d339,piping,"Components that transport fluids, affected by spheroidization at high temperatures and susceptible to atmospheric corrosion at low temperatures.",True,En_ee740112,Can_3bc8d339,merged,103,
CanRep_Can_1787ff04,equipment,Industrial machinery that can be affected by spheroidization at elevated temperatures and by exposure to moving fluids and/or catalyst.,True,En_dbcde97a,Can_1787ff04,merged,103,
CanRep_Can_97dc4f6c,stress concentrations,"Areas where stress is concentrated, potentially leading to deformation or fatigue crack initiation.",True,En_fdf57823,Can_97dc4f6c,merged,216,
CanRep_Can_0780e870,elevated temperature,High temperature conditions that can accelerate spheroidization and promote sigma phase formation in stainless steels.,True,En_d455d625,Can_0780e870,merged,190,
CanRep_Can_8e71fcfa,graphitization,"A damage mechanism where graphite forms in steel, affecting its mechanical properties.",True,En_7a2069b8,,kept_noise_global,-1,
CanRep_Can_bc5dc76a,June 2001,Publication date for 'Microstructural Degradation'.,True,En_df8b65cb,Can_bc5dc76a,merged,6,
CanRep_Can_afefe9ae,"Houston, TX","A city in Texas, USA, known for hosting the CORROSION/89 conference and being the location of NACE International.",True,En_d6f8b93f,Can_afefe9ae,merged,12,
CanRep_Can_46c1b718,ductile-to-brittle transition temperature,"Temperature at which material transitions from ductile to brittle behavior, measurable by impact testing and affected by temper embrittlement.",True,En_07163ecc,Can_46c1b718,merged,110,
CanRep_Can_4a69c766,FCC reactor/regenerator systems,Fluid catalytic cracking reactor/regenerator systems in refineries where catalyst movement can cause damage and have potential for temper embrittlement.,True,En_9fad82f7,Can_4a69c766,merged,108,
CanRep_Can_f3fbb790,welds,Joints in alloys that are often more susceptible to temper embrittlement and low creep ductility than the base metal.,True,En_04abc31a,Can_f3fbb790,merged,123,
CanRep_Can_c36b442e,PWHT,"Post Weld Heat Treatment, a process applied to weld repairs to eliminate strain aging effects, enhance creep ductility, and extend component life.",True,En_b8727f89,Can_c36b442e,merged,186,
CanRep_Can_1f26262f,cracking,"Formation of fractures in materials, indicating structural failure, often found during turnarounds or due to thermal fatigue.",True,En_662d6321,Can_1f26262f,merged,234,
CanRep_Can_69b1a20d,tensile and yield strength,"Mechanical properties of materials, including the stress at which a material begins to deform plastically and the increase in strength in sigmatized stainless steels.",True,En_3151253c,Can_69b1a20d,merged,163,
CanRep_Can_0695d9ea,high temperature ductility,The ability of a material to deform plastically at elevated temperatures without cracking.,True,En_34231487,Can_0695d9ea,merged,109,
CanRep_Can_ddf3566f,ASM International,Publisher of 'Damage Mechanisms and Life Assessment of High Temperature Components' and 'Metals Handbook – Desk Edition.',True,En_1dc509ed,,kept_noise_global,-1,
CanRep_Can_f6a89afe,Metals Handbook – Desk Edition,"A reference book published by ASM International, providing comprehensive information on metals and their properties.",True,En_eb4e9d09,Can_f6a89afe,merged,214,
CanRep_Can_bef9451a,ASM International,"An organization that publishes materials science and engineering information, including reference books and the Metals Handbook.",True,En_1dc509ed,,kept_noise_global,-1,
CanRep_Can_b9f5ba0f,autorefrigeration event,"A process where rapid vaporization causes a temperature drop, potentially leading to brittle fracture.",True,En_118a4294,Can_b9f5ba0f,merged,24,
CanRep_Can_5dd6c3a1,UCS 66,A section in the ASME BPV Code related to impact exemption curves for materials and equipment made after a certain date.,True,En_7ac0092b,Can_5dd6c3a1,merged,87,
CanRep_Can_0b9574f2,intergranular cracking,"Cracking that occurs along the grain boundaries of a material, often observed as a minor fracture feature in brittle fracture surfaces.",True,En_d0b760d4,Can_0b9574f2,merged,205,
CanRep_Can_b2111452,Stanley T. Rolfe,"Co-author of a study on the effect of crack depth on fracture toughness of A533-B steel and 'Fracture and Fatigue Control in Structures', associated with the American Society for Testing and Materials.",True,En_36523968,Can_b2111452,merged,0,
CanRep_Can_cec077b8,A533-B Steel,A type of steel whose fracture toughness is affected by crack depth and crack-depth to width ratio.,True,En_8f787d28,Can_cec077b8,merged,102,
CanRep_Can_3657b11d,creep cracking,"Cracking in metal components, vessels, and piping as a result of prolonged creep damage, often occurring at high temperatures and stress concentrations.",True,En_0147dc9c,Can_3657b11d,merged,209,
CanRep_Can_326d03f8,long-seam welds,"Welds along the length of a component, prone to mismatch due to fitup problems and observed cracking in high temperature piping and reactors.",True,En_bbd2414a,Can_326d03f8,merged,119,
CanRep_Can_57f2cd50,differential thermal expansion stresses,"Stresses caused by different expansion rates in materials, leading to creep damage and stress at the weldment.",True,En_fd4f65ef,Can_57f2cd50,merged,172,
CanRep_Can_ed9006f4,weld defects,"Imperfections in welds, including those at flaws in vessels and piping, which can lead to stress concentrations and accelerate fatigue or creep cracking.",True,En_fe0f5e32,Can_ed9006f4,merged,122,
CanRep_Can_c774f6f6,stress concentrators,Features in a material or design that cause localized increases in stress and can lead to damage.,True,En_87fc0686,Can_c774f6f6,merged,204,
CanRep_Can_f0be514d,1.25Cr-0.5Mo,A chromium-molybdenum alloy material known for susceptibility to low creep ductility and creep cracking.,True,En_fd8f039e,Can_caf93e63,merged,173,
CanRep_Can_86a17269,corrosion,"Degradation of materials, often metals, due to chemical or electrochemical reactions, leading to material loss and increased stress.",True,En_bef6f04d,Can_86a17269,merged,236,
CanRep_Can_8de8badb,erosion,"Mechanical removal or wear of material surface due to mechanical action, such as fluid flow, impact from solids, liquids, or vapor, and related to cavitation and liquid impingement.",True,En_85f9a9ee,Can_8de8badb,merged,238,
CanRep_Can_22317f5f,API Standard 530,A standard for calculating heater tube thickness in petroleum refineries by the American Petroleum Institute.,True,En_226e07b2,Can_22317f5f,merged,53,
CanRep_Can_23df5248,API Standard 660,A standard for shell and tube heat exchangers for general refinery service by the American Petroleum Institute.,True,En_5ebc2cd0,Can_23df5248,merged,54,
CanRep_Can_b66f6fea,thermal fatigue,"Result of cyclic stresses caused by temperature variations, leading to cracking in metallic components.",True,En_b47a51e1,Can_b66f6fea,merged,230,
CanRep_Can_8a8eead3,temperature swing,"Variation in temperature affecting thermal fatigue susceptibility, stress magnitude, and cycle frequency.",True,En_2dd4501b,Can_8a8eead3,merged,182,
CanRep_Can_1e244d5e,number of cycles,Frequency of temperature variations impacting the time to failure in thermal fatigue.,True,En_a508892d,Can_1e244d5e,merged,44,
CanRep_Can_b28d4eea,stress,"Magnitude of stress influencing the time to failure in thermal fatigue, increasing with temperature swings.",True,En_57edcddf,Can_30617a83,merged,221,
CanRep_Can_d8492108,thermal fatigue,"Damage mechanism caused by cyclic stresses from temperature variations, leading to cracking in metallic components.",True,En_b47a51e1,Can_b66f6fea,merged,230,
CanRep_Can_3160b077,cracking,"A form of mechanical damage in materials, often leading to structural failure and sometimes filled with oxides.",True,En_662d6321,Can_1f26262f,merged,234,
CanRep_Can_94132a1d,stress raiser,"A feature or location in a material where stress is concentrated, often leading to crack initiation.",True,En_71060bbb,Can_94132a1d,merged,164,
CanRep_Can_18403fa2,thermal fatigue,Damage mechanism caused by cyclic thermal stresses leading to cracking.,True,En_b47a51e1,Can_b66f6fea,merged,230,
CanRep_Can_f0cef04f,thermal cycling,Repeated temperature changes that can lead to material fatigue and cracking.,True,En_35a18749,Can_f0cef04f,merged,227,
CanRep_Can_7d7ac467,H.M. Herro,"Co-author of 'The NALCO Guide to Boiler Failure Analysis,' published by McGraw-Hill, NY, 1991.",True,En_e7c6a079,Can_7d7ac467,merged,106,
CanRep_Can_3b49d02c,D.N. French,"Author of 'Metallurgical Failures In Fossil Fired Boilers', a book on boiler failure analysis published by John Wiley & Sons in 1993.",True,En_82471a9f,Can_f030900c,merged,140,
CanRep_Can_2e8a8b04,Boiler Tube Failures,"Failures occurring in boiler tubes, often due to various damage mechanisms and operational stresses.",True,En_c66e7362,Can_2e8a8b04,merged,129,
CanRep_Can_9a9cf999,local overheating,"Localized increase in temperature above design limits, leading to material damage, often due to flame impingement.",True,En_8c2daa12,Can_9a9cf999,merged,178,
CanRep_Can_91d5a261,temperature,A critical factor affecting various physical phenomena such as overheating damage and stress rupture.,True,En_87ad8d99,Can_0b5f14fd,merged,218,
CanRep_Can_7b80c7ee,stress,"A critical factor that influences mechanical load, deformation, failure, and stress rupture in combination with temperature and time.",True,En_57edcddf,Can_30617a83,merged,221,
CanRep_Can_8b7f0196,refractory damage,"Damage or deterioration of refractory materials, often due to thermal or chemical stress, typically inspected during shutdowns to assess condition.",True,En_611af27e,Can_8b7f0196,merged,69,
CanRep_Can_5e70001f,steam blanketing,Formation of a steam layer on the tube surface due to disturbed heat flow balance.,True,En_a50eedda,Can_5e70001f,merged,97,
CanRep_Can_80c1b5fd,tube rupture,Failure event where the tube breaks due to short term overheating from steam blanketing or steam blanket formation.,True,En_1ee58cce,Can_80c1b5fd,merged,62,
CanRep_Can_92e95a22,Boiler Tube Failures,A comprehensive study and discussion on the theory and practice of failures occurring in boiler tubes.,True,En_c66e7362,Can_2e8a8b04,merged,129,
CanRep_Can_7345b7be,thermal fatigue,"Damage mechanism related to temperature fluctuations causing material fatigue, involving cyclic thermal stresses leading to material cracking.",True,En_b47a51e1,Can_b66f6fea,merged,230,
CanRep_Can_6e43c5e7,thermal shock,A form of thermal fatigue cracking caused by high and non-uniform thermal stresses.,True,En_5fd60c78,Can_6e43c5e7,merged,223,
CanRep_Can_ce90861d,erosion-corrosion,"Damage mechanism involving the combined action of erosion and corrosion, where corrosion aids erosion by removing protective films or exposing metal surfaces.",True,En_df8182bf,Can_ce90861d,merged,237,
CanRep_Can_27c6ec65,corrosion-resistant alloys,Alloys used to mitigate erosion-corrosion by resisting corrosive environments.,True,En_824ecc2e,Can_27c6ec65,merged,191,
CanRep_Can_94ecca05,liquid impingement erosion,"Erosion caused by the impact of liquid droplets on a surface, leading to material loss.",True,En_ac2e1f15,Can_94ecca05,merged,239,
CanRep_Can_e2a1af62,"ASM Metals Handbook, Volume 13, “Corrosion”",A reference book published by ASM International covering various aspects of corrosion.,True,En_af1efd18,Can_e2a1af62,merged,211,
CanRep_Can_c387ddaa,ASM International,An organization that publishes materials science and engineering reference books.,True,En_1dc509ed,,kept_noise_global,-1,
CanRep_Can_a6b2040f,low alloy steels,"Steels with a small percentage of alloying elements, susceptible to atmospheric corrosion and affected by cavitation.",True,En_5951db2f,Can_776f1b68,merged,181,
CanRep_Can_b00b8021,bubble dynamics,The processes involving the formation and collapse of vapor bubbles in a liquid.,False,,,,,
CanRep_Can_e0354395,protective films,Thin layers or films at the liquid-solid interface that form on metals to protect against corrosion and mechanical disruption.,True,En_2a83debf,Can_e0354395,merged,49,
CanRep_Can_2c4c75ce,Macmillan Press LTD.,The publisher of the book 'Design and Corrosion Control' by V.R. Pludek.,True,En_8fe13960,Can_2c4c75ce,merged,7,
CanRep_Can_804308b5,mechanical fatigue,A form of degradation due to cyclical stresses leading to fatigue cracking and potential failure.,True,En_a9491539,Can_804308b5,merged,225,
CanRep_Can_0e964370,inclusions,Non-metallic particles within metal that can affect its mechanical properties and accelerate fatigue cracking.,True,En_a604478c,Can_0e964370,merged,30,
CanRep_Can_29782af9,fatigue resistance,The ability of a material or component to withstand cyclic stresses or loading without failure.,True,En_f636c9fe,Can_29782af9,merged,195,
CanRep_Can_af3eb103,American Society for Testing and Materials,"An international standards organization that develops and publishes technical standards for a wide range of materials, located in West Conshohocken, PA.",True,En_f900e722,Can_af3eb103,merged,81,
CanRep_Can_8fa4458d,ASTM STP1428,A publication on the thermo-mechanical fatigue behavior of materials by the American Society for Testing and Materials.,True,En_1c455cdd,,modified,73,
CanRep_Can_cd1ba111,ASTM MNL41,A manual on corrosion in the petrochemical industry published by ASM International.,True,En_54a820d8,,modified,78,
CanRep_Can_f33bc809,Reinforcement Components,Components such as gussets and stiffeners used to reinforce small bore connections.,False,,,,,
CanRep_Can_a116026f,corrosion,"Degradation of materials due to chemical reactions with their environment, including oxidation and sulfidation, often accelerated by moisture.",True,En_bef6f04d,Can_86a17269,merged,236,
CanRep_Can_0cf078af,D.N. French,"Author of 'Metallurgical Failures in Fossil Fired Boilers,' a reference on metallurgical failures.",True,En_82471a9f,Can_f030900c,merged,140,
CanRep_Can_fa8670a4,moisture,Moisture or a separate water phase is usually required for the solution to have enough conductivity.,True,En_1d53870a,Can_fa8670a4,merged,43,
En_03b9cec6,API 530 Pressure Vessel Inspection Code,A standard for inspecting pressure vessels in petroleum refineries.,True,En_03b9cec6,,kept,89,
En_6b0762ba,Fitness-For-Service,A recommended practice for assessing the fitness of equipment for continued service.,True,En_6b0762ba,,kept,35,
En_54a820d8,ASTM MNL41,A document on corrosion in the petrochemical industry published by ASTM International.,True,En_54a820d8,,modified,78,
En_1c455cdd,ASTM STP1428,A document discussing thermo-mechanical fatigue behavior of materials by the American Society for Testing and Materials.,True,En_1c455cdd,,modified,73,
En_31af8597,MPC5 Report FS-26,"Fitness-for-service evaluation procedures for operating pressure vessels, tanks, and piping in refinery and chemical service.",True,En_31af8597,,kept_noise_global,-1,
En_1dc509ed,ASM International,"An organization located at 9639 Kinsman Road, Materials Park, OH, providing materials information.",True,En_1dc509ed,,kept_noise_global,-1,
En_acb54c21,ASTM International,"An organization located at 100 Barr Harbor Drive, West Conshohocken, PA, providing international standards.",True,En_acb54c21,,kept_noise_global,-1,
En_194f58eb,5A171,"A publication on materials for receiving, handling, and storing hydrofluoric acid.",True,En_194f58eb,,kept_noise_global,-1,
En_c5d82844,8X194,A publication on materials and fabrication practices for new pressure vessels used in wet H2S refinery service.,True,En_c5d82844,,kept_noise_global,-1,
En_62256cba,WRC Bulletin 275,A bulletin on the use of quenched and tempered 2-1/4Cr-1Mo steel for thick wall reactor vessels in petroleum refinery processes.,True,En_62256cba,,kept,51,
En_66a177ae,thick wall reactor vessels,Reactor vessels with thick walls used in petroleum refinery processes.,True,En_66a177ae,,kept_noise_global,-1,
En_2dba0d2f,petroleum refinery processes,Processes involved in the refining of petroleum.,True,En_2dba0d2f,,kept,36,
En_60c712cf,300 Series stainless steels,A series of stainless steels characterized by an austenitic structure.,True,En_60c712cf,,kept_noise_global,-1,
En_d69498be,"Types 304, 304L, 304H, 309, 310, 316, 316L, 316H, 321, 321H, 347, and 347H",Specific types of 300 Series austenitic stainless steels with varying carbon content.,True,En_d69498be,,kept_noise_global,-1,
En_a0b14b52,L and H suffixes,Suffixes indicating controlled ranges of low and high carbon content in stainless steels.,True,En_a0b14b52,,kept_noise_global,-1,
En_79d1205b,Cr,"Chromium, an element found in small quantities in certain steels.",True,En_79d1205b,,kept_noise_global,-1,
En_ed2e8c04,Ni,"Nickel, an element found in small quantities in certain steels.",True,En_ed2e8c04,,kept_noise_global,-1,
En_bcdf347a,Mo,"Molybdenum, an element found in small quantities in certain steels.",True,En_bcdf347a,,kept,132,
En_5768069d,S,"Sulfur, an element found in small quantities in certain steels.",True,En_5768069d,,kept,85,
En_118f4a37,V,"Vanadium, an element found in small quantities in certain steels.",True,En_118f4a37,,kept_noise_global,-1,
En_a9e82c91,B,"Boron, an element found in small quantities in certain steels.",True,En_a9e82c91,,kept_noise_global,-1,
En_f8f21d32,stepwise cracking,Crack appearance characterized by the link-up of cracks on different planes in steels.,True,En_f8f21d32,,kept_noise_global,-1,
En_c7bb3825,low alloy steel,Steels containing up to 9% chromium and other alloying additions for high temperature strength.,True,En_c7bb3825,,kept,181,
En_0985e05b,Mn-0.5Mo,A type of low alloy steel containing manganese and 0.5% molybdenum.,True,En_0985e05b,,kept_noise_global,-1,
En_77ce6efa,2.25Cr-1.0Mo,A type of low alloy steel containing 2.25% chromium and 1.0% molybdenum.,True,En_77ce6efa,,kept,173,
En_4ab74c90,5Cr-0.5Mo,A type of low alloy steel containing 5% chromium and 0.5% molybdenum.,True,En_4ab74c90,,kept,173,
En_c07cc844,tensile strength,Residual or applied tensile strength required to produce SOHIC in susceptible steels.,True,En_c07cc844,,kept,163,
En_3dde28fa,mechanical cracks,Cracks and defects in steel that can be high stress points leading to SOHIC.,True,En_3dde28fa,,kept_noise_global,-1,
En_e8e7d03c,ACFM,"Alternating current magnetic flux leakage testing, a non-destructive testing method.",True,En_e8e7d03c,,kept_noise_global,-1,
En_35c4ff71,AGO,"Atmospheric gas oil, a type of distillate fuel oil obtained from the atmospheric distillation of crude oil.",True,En_35c4ff71,,kept_noise_global,-1,
En_c72343f1,Cat,Refers to catalyst or catalytic processes.,True,En_c72343f1,,kept_noise_global,-1,
En_7d3923a4,carbon dioxide,"A chemical compound with the formula CO2, commonly found in the atmosphere.",True,En_7d3923a4,,kept,25,
En_36ee83d8,cooling water,Water used to remove heat from a system or process.,True,En_36ee83d8,,kept,45,
En_fe2428cb,hydrogen sulfide,"A poisonous gas, chemical formula H2S, known for its rotten egg smell.",True,En_fe2428cb,,kept_noise_global,-1,
En_ec9d6cc7,HCGO,"Heavy coker gas oil, a byproduct of the coking process used in refineries.",True,En_ec9d6cc7,,kept,28,
En_daf01614,HIC,"Hydrogen Induced Cracking, a type of damage mechanism where hydrogen causes cracking in metals.",True,En_daf01614,,kept_noise_global,-1,
En_75fde7cb,heavy vacuum gas oil,"A type of heavy oil fraction obtained from vacuum distillation, used as a feedstock in refineries.",True,En_75fde7cb,,kept,29,
En_a969b7cb,high strength low alloy,"A type of steel known for its high strength and low alloy content, used in construction and manufacturing.",True,En_a969b7cb,,kept_noise_global,-1,
En_95d25c23,HSLA,"High strength low alloy, a type of material known for its strength and durability.",True,En_95d25c23,,kept_noise_global,-1,
