canonical_id,canonical_name,member_id,member_name,member_desc,member_type,confidence_score,_cluster_id,resolved_action,resolution_rationale,source_ref
Can_c35558d2,"startup, shutdown, and transient conditions",En_fb3b5377,startup or shutdown,"Operational phases when materials are below 500°F, making embrittlement effects more pronounced.",TemporalQualifier,,40,merged,"These entities describe overlapping operational phases with similar risks related to embrittlement and temperature changes, suggesting they refer to the same or closely related concepts.",
Can_92c85bb3,,CanRep_Can_92c85bb3,C-0.5Mo alloy steel,"A type of low alloy steel known for its specific composition, affected by strain aging and not significantly by temper embrittlement.",Material,,180,kept,This entity is distinct due to its specific composition and behavior under strain aging.,
Can_9e62efea,impact testing,CanRep_Can_dd6d0752,impact testing,"A method used to evaluate the toughness of materials by measuring their response to a sudden force, often to identify embrittlement.",InspectionMethod,,121,merged,"Both entities refer to methods of testing material toughness, with one focusing on the verification aspect. They are closely related and can be merged into a single entity.",
Can_9e62efea,impact testing,En_3fc14a93,impact test verification,"Testing to verify material toughness, often using methods like the Charpy impact test.",InspectionMethod,,121,merged,"Both entities refer to methods of testing material toughness, with one focusing on the verification aspect. They are closely related and can be merged into a single entity.",
Can_27c5bd0d,,CanRep_Can_27c5bd0d,R.A. White,Co-author of 'Materials Selection for Refineries and Associated Facilities'.,Author,,23,kept,"This entity has a unique name and description, distinct from the others.",
Can_ffa752f3,E.F. Ehmke,CanRep_Can_1774bb7b,E.F. Ehmke,Co-author of 'Materials Selection for Refineries and Associated Facilities'.,Author,,23,merged,"Both entities have the same name, type, and description, indicating they refer to the same person.",
Can_ffa752f3,E.F. Ehmke,En_0b8c20c1,E.F. Ehmke,Co-author of 'Materials Selection for Refineries and Associated Facilities'.,Author,,23,merged,"Both entities have the same name, type, and description, indicating they refer to the same person.",
Can_8c8bd433,,CanRep_Can_8c8bd433,Materials Selection for Refineries and Associated Facilities,A publication focused on selecting materials for use in refineries and related facilities.,Publication,,-1,kept_noise_global,Global noise preserved for manual review,
Can_738bd02b,,CanRep_Can_738bd02b,1991,The year of publication for 'Materials Selection for Refineries and Associated Facilities'.,TemporalQualifier,,19,kept,"This entity represents the year 1991, specifically related to a distinct publication.",
Can_209f6852,,CanRep_Can_209f6852,Damage Mechanisms and Life Assessment of High Temperature Components,"A publication by R. Viswanathan discussing damage mechanisms and life assessment in high temperature components, published by ASM International in 1989.",Publication,,-1,kept_noise_global,Global noise preserved for manual review,
Can_ed9aa4e9,,CanRep_Can_ed9aa4e9,API Recommended Practice 934,Guidelines for materials and fabrication of Cr-Mo steel pressure vessels.,Publication,,34,kept,This entity is a distinct publication with specific guidelines related to Cr-Mo steel pressure vessels.,
Can_573e2144,,CanRep_Can_573e2144,Heavy Wall Pressure Vessels,"Thick-walled pressure vessels designed to withstand high temperature and high pressure conditions, including specific types like 2-1/4 Cr-1Mo and 3Cr-1Mo steel vessels.",Component,,89,kept,"This entity refers to a specific type of pressure vessel with distinct characteristics, making it unique.",
Can_96903f49,American Petroleum Institute,CanRep_Can_f055795b,American Petroleum Institute,"An organization that publishes standards and guidelines for the oil and natural gas industry, based in Washington, D.C.",Organization,,13,merged,"Both entities have the same name, type, and similar descriptions, indicating they refer to the same organization.",
Can_96903f49,American Petroleum Institute,CanRep_Can_0500ba43,American Petroleum Institute,"An organization that publishes standards, guidelines, and practices for the oil and natural gas industry, located in Washington, D.C.",Organization,,13,merged,"Both entities have the same name, type, and similar descriptions, indicating they refer to the same organization.",
Can_0f02c77a,,CanRep_Can_0f02c77a,"High Temperature, High Pressure Service","Operating conditions involving elevated temperatures and pressures, requiring specialized materials and design.",OperatingCondition,,177,kept,"This entity specifically refers to both high temperature and high pressure conditions, which is distinct from the other entities that only refer to high pressure.",
Can_e0b400fd,,CanRep_Can_e0b400fd,strain aging,"A damage mechanism in older carbon steels and C-0.5 Mo low alloy steels due to deformation and aging, leading to increased hardness, strength, and brittleness, often associated with welding and susceptible to brittle cracks.",DamageMechanism,,203,kept,The entity 'strain aging' is a distinct damage mechanism with specific characteristics related to older carbon steels and welding.,
Can_0d36ebb6,,CanRep_Can_0d36ebb6,increase in hardness and strength,"An increase in hardness and strength, which can result from strain aging or 885°F embrittlement, leading to harder and stronger materials but less ductile and tough.",Symptom,,160,kept,"This entity describes a physical change in material properties, specifically an increase in hardness and strength, which is distinct from a method of measurement.",
Can_85e22b6c,,CanRep_Can_85e22b6c,"ASME Boiler and Pressure Vessel Code, Section VIII, Division I",A standard by the American Society of Mechanical Engineers for the design and construction of pressure vessels.,Standard,,96,kept,"This entity represents a specific section and division of the ASME Boiler and Pressure Vessel Code, which is distinct from other sections and divisions.",
Can_8c1184f4,,CanRep_Can_8c1184f4,885°F (475°C) embrittlement,"A metallurgical change causing loss of toughness in ferritic alloys due to exposure to specific temperature ranges, typically 600°F to 1000°F.",DamageMechanism,,202,kept,"885°F (475°C) embrittlement is a specific type of embrittlement occurring in a defined temperature range, distinct from other forms.",
Can_dbe98b41,400 Series SS,CanRep_Can_f71a8500,400 Series SS,"A series of ferritic and martensitic stainless steels, including types 405, 409, 410, 410S, 430, and 446, with 17% Cr or more, susceptible to embrittlement and sigma phase formation.",Material,,167,merged,"Both entities refer to the same series of stainless steels with similar properties and issues, such as susceptibility to embrittlement and cavitation.",
Can_dbe98b41,400 Series SS,En_ac4ee47a,400 Series SS,Ferritic and martensitic stainless steels affected by cavitation.,Material,,167,merged,"Both entities refer to the same series of stainless steels with similar properties and issues, such as susceptibility to embrittlement and cavitation.",
Can_5eba01e6,300 Series SS,CanRep_Can_524115e2,300 Series SS,"A series of austenitic stainless steels, including wrought metals, weld metal, and castings, susceptible to embrittlement, sigma phase formation, and cavitation.",Material,,166,merged,"Both entities refer to the same series of stainless steels, sharing the same name and type, with complementary descriptions.",
Can_5eba01e6,300 Series SS,En_c98840be,300 Series SS,Stainless steel series that can be inspected for cracks using UT and PT methods.,Material,,166,merged,"Both entities refer to the same series of stainless steels, sharing the same name and type, with complementary descriptions.",
Can_4835db2e,,CanRep_Can_4835db2e,transformation range,"Temperature range where phase transformations occur, leading to embrittlement.",OperatingCondition,,-1,kept_noise_global,Global noise preserved for manual review,
Can_7eae7320,,CanRep_Can_7eae7320,bend testing,A testing method to confirm embrittlement by assessing material ductility and ability to withstand bending.,InspectionMethod,,117,kept,This entity represents a specific testing method and is distinct from a failure event.,
Can_88f0a4bd,,CanRep_Can_88f0a4bd,turnarounds,"Operational periods when equipment is taken offline for maintenance, often revealing embrittlement-related issues.",TemporalQualifier,,-1,kept_noise_global,Global noise preserved for manual review,
Can_bcbf140f,sigma phase embrittlement,CanRep_Can_391c156b,sigma phase embrittlement,Loss of fracture toughness in stainless steels due to the formation of sigma phase at high temperatures.,DamageMechanism,,125,merged,"Both entities describe the embrittlement caused by the formation of sigma phase in stainless steels, focusing on the damage mechanism aspect.",
Can_bcbf140f,sigma phase embrittlement,CanRep_Can_110a0063,sigma phase formation,"Formation of sigma phase in stainless steels due to high temperature exposure, leading to embrittlement.",DamageMechanism,,125,merged,"Both entities describe the embrittlement caused by the formation of sigma phase in stainless steels, focusing on the damage mechanism aspect.",
Can_367d518e,,CanRep_Can_367d518e,sigma phase,"A metallurgical phase that can form in stainless steels, leading to reduced fracture toughness.",MaterialPhase,,125,kept,"This entity describes the sigma phase itself as a material phase, distinct from the damage mechanism of embrittlement.",
Can_6ece2282,,CanRep_Can_6ece2282,postweld heat treatment,A heat treatment process applied after welding to reduce issues such as sigma phase formation and creep cracking.,Process,,185,kept,"This entity specifically refers to a postweld heat treatment process, which is distinct in its application and purpose.",
Can_97c14473,,CanRep_Can_97c14473,fracture toughness,"A measure of a material's ability to resist fracture, often measured by a Charpy impact test.",MaterialProperty,,115,kept,"Fracture toughness is a specific measure related to a material's resistance to fracture, distinct from general toughness.",
Can_dddb0601,,CanRep_Can_dddb0601,grain size,"The size of grains in a material, affecting its mechanical properties, toughness, and resistance to various forms of cracking.",MaterialProperty,,-1,kept_noise_global,Global noise preserved for manual review,
Can_664801a4,API RP 579 Fitness-For-Service,CanRep_Can_2a0267df,API RP 579,A standard for Fitness-For-Service assessments published by the American Petroleum Institute.,ReferenceDocument,,35,merged,"Both entities refer to the same API standard for Fitness-For-Service assessments, with slight variations in naming.",
Can_664801a4,API RP 579 Fitness-For-Service,En_34a9026b,RP 579 Fitness-For-Service,A recommended practice for assessing the fitness-for-service of equipment.,Standard,,35,merged,"Both entities refer to the same API standard for Fitness-For-Service assessments, with slight variations in naming.",
Can_b6085d8a,,CanRep_Can_b6085d8a,WRC Bulletin 418,A publication by the Welding Research Council discussing the fracture toughness of A533-B steel.,ReferenceDocument,,51,kept,"This entity is a specific reference document with a unique number and description, distinct from the others.",
Can_d6093502,Creep/Stress Rupture,CanRep_Can_e9bd9ad6,Stress Rupture,"Failure mechanism due to prolonged stress at elevated temperatures causing material rupture, leading to failure.",FailureEvent,,207,merged,"Both entities describe a similar failure mechanism involving stress and high temperature, with overlapping descriptions and concepts.",
Can_d6093502,Creep/Stress Rupture,En_c7ad7807,creep/stress rupture,A damage mechanism involving deformation and rupture under sustained high temperature and stress.,DamageMechanism,,207,merged,"Both entities describe a similar failure mechanism involving stress and high temperature, with overlapping descriptions and concepts.",
Can_850643ce,metals and alloys,CanRep_Can_87e7a050,metals and alloys,"Materials that include metals and alloys, which can be affected by various factors such as creep, stress rupture, thermal shock, and erosion.",Material,,193,merged,"Both entities refer to materials that include metals and alloys, and their descriptions overlap significantly in terms of the factors affecting them.",
Can_850643ce,metals and alloys,En_8fa17f4b,alloys,"Materials affected by erosion and erosion-corrosion, including all alloys.",Material,,193,merged,"Both entities refer to materials that include metals and alloys, and their descriptions overlap significantly in terms of the factors affecting them.",
Can_78a19e95,,CanRep_Can_78a19e95,strain rate,"Rate of damage sensitive to both load and temperature, affecting the rate of creep deformation.",CriticalFactor,,-1,kept_noise_global,Global noise preserved for manual review,
Can_99c5cd3c,,CanRep_Can_99c5cd3c,threshold temperature,Temperature above which creep damage becomes a concern and below which the life of metal components becomes nearly infinite.,OperatingCondition,,-1,kept_noise_global,Global noise preserved for manual review,
Can_7d7815e8,creep damage,CanRep_Can_9cbb178e,creep damage,"Damage to metal components due to time-dependent deformation under stress at high temperatures, characterized by microvoid formation, fissuring, and dimensional changes.",DamageMechanism,,208,merged,Both entities describe 'creep damage' with similar characteristics related to high temperature and deformation over time.,
Can_7d7815e8,creep damage,En_af4561b3,creep damage,"Damage occurring due to exposure to very high temperatures, leading to material deformation over time.",DamageMechanism,,208,merged,Both entities describe 'creep damage' with similar characteristics related to high temperature and deformation over time.,
Can_f21093b1,,CanRep_Can_f21093b1,low creep ductility,A condition where materials exhibit limited deformation before failure under creep conditions.,DamageMechanism,,-1,kept_noise_global,Global noise preserved for manual review,
Can_050548b6,bulging,CanRep_Can_9ae196d6,bulging,Significant deformation of heater tubes due to long term creep damage before final fracture.,Symptom,,161,merged,"All three entities describe 'bulging' as a deformation of tubes with similar causes and implications, fitting the same symptom category.",
Can_050548b6,bulging,En_45bd7c0f,bulging,Deformation of tubes indicating potential internal pressure or material weakness.,Symptom,,161,merged,"All three entities describe 'bulging' as a deformation of tubes with similar causes and implications, fitting the same symptom category.",
Can_050548b6,bulging,En_e622a8e5,bulging,A deformation that can occur at low stresses as temperatures increase.,Symptom,,161,merged,"All three entities describe 'bulging' as a deformation of tubes with similar causes and implications, fitting the same symptom category.",
Can_62914c2a,,CanRep_Can_62914c2a,destructive sampling,A method involving the removal and testing of material samples to confirm damage.,InspectionMethod,,92,kept,"Destructive sampling is a distinct method involving material removal, different from metallographic techniques.",
Can_33a73705,visual inspection,CanRep_Can_7eaec38c,visual inspection,A non-destructive examination method involving the visual assessment of components to detect various types of damage.,InspectionMethod,,154,merged,"Both entities refer to a method of inspection involving visual assessment, with similar descriptions and type hints, suggesting they are the same concept.",
Can_33a73705,visual inspection,En_c922d077,visual examination,Inspection method involving direct observation of suspected areas for cavitation damage.,InspectionMethod,,154,merged,"Both entities refer to a method of inspection involving visual assessment, with similar descriptions and type hints, suggesting they are the same concept.",
Can_2c83f9de,reheat cracking,CanRep_Can_9d8b7dec,reheat cracking,"Cracking due to stress relaxation during PWHT or in service at elevated temperatures, found in heavy wall equipment and austenitic stainless steels.",DamageMechanism,,210,merged,"Both entities refer to the same damage mechanism, 'reheat cracking', with overlapping descriptions and identical type hints, indicating they are the same concept.",
Can_2c83f9de,reheat cracking,CanRep_Can_dc939b87,reheat cracking,"Cracking due to stress relaxation, also known as stress relief or stress relaxation cracking.",DamageMechanism,,210,merged,"Both entities refer to the same damage mechanism, 'reheat cracking', with overlapping descriptions and identical type hints, indicating they are the same concept.",
Can_04bc24cf,"Washington, D.C.",CanRep_Can_d03cc077,"Washington, D.C.","The capital city of the United States, mentioned as the location of the American Petroleum Institute.",Location,,11,merged,"Both entities have the same name, type, and description, indicating they refer to the same location.",
Can_04bc24cf,"Washington, D.C.",CanRep_Can_0c83c7dd,"Washington, D.C.","The capital city of the United States, mentioned as the location of the American Petroleum Institute.",Location,,11,merged,"Both entities have the same name, type, and description, indicating they refer to the same location.",
Can_588d106c,,CanRep_Can_588d106c,steam generating equipment,"Equipment used for generating steam, often subject to thermal fatigue cracking, including fired boilers and waste heat exchangers.",ProcessUnit,,-1,kept_noise_global,Global noise preserved for manual review,
Can_e114efd4,,CanRep_Can_e114efd4,Combustion Fossil Power Systems,"A reference book on combustion engineering and fossil power systems, third edition, published by Combustion Engineering in 1981.",ReferenceMaterial,,32,kept,"This entity represents a specific reference book, which is distinct from the publisher.",
Can_5510533d,,CanRep_Can_5510533d,Defects and Failures In Pressure Vessels and Piping,"A book by H. Thielsch discussing defects and failures in pressure vessels and piping, published by Krieger Publishing Co., NY, 1977.",ReferenceMaterial,,-1,kept_noise_global,Global noise preserved for manual review,
Can_2d5f0bab,,CanRep_Can_2d5f0bab,Krieger Publishing Co.,"A publishing company based in NY, known for publishing technical and scientific literature, including 'Defects and Failures In Pressure Vessels and Piping'.",Publisher,,-1,kept_noise_global,Global noise preserved for manual review,
Can_ec2fa4cb,,CanRep_Can_ec2fa4cb,The NALCO Guide to Boiler Failure Analysis,"A guidebook on boiler failure analysis authored by R.D. Port and H.M. Herro, published by McGraw-Hill in 1991.",Publication,,105,kept,This entity is a distinct publication and should be kept separate from the author entities.,
Can_97fd737b,,CanRep_Can_97fd737b,McGraw Hill,"Publisher of 'The NALCO Guide To Boiler Failure Analysis', based in NY, known for educational and professional publications.",Publisher,,20,kept,"McGraw Hill is a distinct publisher known for educational and professional publications, and there is no indication it should be merged with any other entity.",
Can_1b20cb44,,CanRep_Can_1b20cb44,NY,"Location associated with publishers McGraw Hill and John Wiley & Sons, Inc.",Location,,20,kept,"NY is a location associated with multiple publishers, but it is a distinct entity as a location and should not be merged with any publisher.",
Can_8cae5acf,Metallurgical Failures in Fossil Fired Boilers,CanRep_Can_9c27b868,Metallurgical Failures In Fossil Fired Boilers,"A book by D.N. French discussing metallurgical failures in fossil-fired boilers, published by John Wiley & Sons in 1993.",Publication,,127,merged,"Both entities refer to the same book by D.N. French with similar descriptions and publication details, differing only slightly in wording and the inclusion of the publication year.",
Can_8cae5acf,Metallurgical Failures in Fossil Fired Boilers,CanRep_Can_7e1efbd8,Metallurgical Failures in Fossil Fired Boilers,"A book by D.N. French discussing failures in fossil-fired boilers, published by John Wiley & Sons.",Publication,,127,merged,"Both entities refer to the same book by D.N. French with similar descriptions and publication details, differing only slightly in wording and the inclusion of the publication year.",
Can_3767bbb3,,CanRep_Can_3767bbb3,"John Wiley & Sons, Inc.",Publishing company for 'Metallurgical Failures In Fossil Fired Boilers'.,Publisher,,20,kept,"John Wiley & Sons, Inc. is a distinct publishing company with no indication it should be merged with any other entity.",
Can_652c592d,,CanRep_Can_652c592d,1993,Publication year of 'Metallurgical Failures in Fossil Fired Boilers'.,TemporalQualifier,,19,kept,"This entity represents the year 1993, specifically related to a distinct publication.",
Can_ba94681a,,CanRep_Can_ba94681a,EPRI,"Electric Power Research Institute, a research organization based in California.",Organization,,3,kept,"EPRI is identified as an organization, specifically the Electric Power Research Institute, which is distinct from a document.",
Can_443bdcf0,,CanRep_Can_443bdcf0,Short Term Overheating,"A rapid increase in temperature leading to permanent deformation or tube rupture, often occurring within minutes.",DamageMechanism,,-1,kept_noise_global,Global noise preserved for manual review,
Can_63b8fa93,flame impingement,CanRep_Can_399be121,flame impingement,"Direct contact of flame with material surface, causing localized overheating and potentially leading to stress rupture.",CausalHint,,179,merged,"Both entities describe the same phenomenon of flame contact causing potential damage, with slight variations in description. They should be merged into a single entity with a comprehensive description.",
Can_63b8fa93,flame impingement,CanRep_Can_4946bbb1,flame impingement,"Direct contact of flame with the tube surface, increasing heat flux and potentially causing damage.",DamageMechanism,,179,merged,"Both entities describe the same phenomenon of flame contact causing potential damage, with slight variations in description. They should be merged into a single entity with a comprehensive description.",
Can_60b56c55,,CanRep_Can_60b56c55,localized deformation,"Damage characterized by bulging on the order of 3% to 10% or more, often due to overheating.",DamageMechanism,,161,kept,"Localized deformation is described as a damage mechanism characterized by bulging, but it is distinct in its focus on the mechanism rather than the symptom.",
Can_3e9db18c,Departure From Nucleate Boiling (DNB),CanRep_Can_38c2affc,Departure From Nucleate Boiling (DNB),"A condition where steam bubbles coalesce into a steam blanket, leading to potential tube rupture.",DamageMechanism,,97,merged,"Both entities describe the same condition with similar descriptions and identical names, indicating they refer to the same concept.",
Can_3e9db18c,Departure From Nucleate Boiling (DNB),CanRep_Can_f7bb7d31,Departure From Nucleate Boiling (DNB),"Condition where steam bubbles form a blanket, leading to potential overheating and tube rupture.",DamageMechanism,,97,merged,"Both entities describe the same condition with similar descriptions and identical names, indicating they refer to the same concept.",
Can_e4466a83,,CanRep_Can_e4466a83,fluid flow,"The movement of fluid, which is critical in various operating conditions and can lead to issues like erosion, erosion-corrosion, and mechanical fatigue.",OperatingCondition,,50,kept,"The entity 'fluid flow' is distinct in its description and type as an operating condition related to fluid movement, which is different from 'heat flux'.",
Can_537d312b,,CanRep_Can_537d312b,H. Thielsch,Author of the book 'Defects and Failures In Pressure Vessels and Piping'.,Person,,-1,kept_noise_global,Global noise preserved for manual review,
Can_cae26199,,CanRep_Can_cae26199,substrate hardness,"The hardness of the metal substrate, which can be increased using harder alloys or treatments to improve erosion resistance.",MaterialProperty,,-1,kept_noise_global,Global noise preserved for manual review,
Can_ea3fc779,,CanRep_Can_ea3fc779,hardfacing,"A surface-hardening treatment, also known as hard surfacing, to improve resistance to erosion and cavitation damage.",MitigationAction,,-1,kept_noise_global,Global noise preserved for manual review,
Can_6c4e028f,,CanRep_Can_6c4e028f,erosion resistant refractories,"Refractories used in cyclones and slide valves to resist erosion, prone to mechanical damage and corrosion.",Material,,94,kept,"This entity specifically refers to refractories resistant to erosion, which is a distinct characteristic.",
Can_c5532421,,CanRep_Can_c5532421,deaeration,A process to reduce corrosivity by removing dissolved gases from liquids.,MitigationAction,,33,kept,"Deaeration and condensate injection are distinct processes with different methods for reducing corrosivity, so they should be kept as separate entities.",
Can_3ca6bc03,,CanRep_Can_3ca6bc03,condensate injection,Technique to reduce corrosivity by injecting condensate into the process environment.,MitigationAction,,33,kept,"Condensate injection is a specific technique distinct from deaeration, warranting its own entity.",
Can_d4cfba75,cavitation damage,CanRep_Can_61be4209,cavitation,"Erosion caused by the formation and collapse of vapor bubbles, leading to metal loss.",DamageMechanism,,194,merged,"Both entities describe the same damage mechanism involving vapor bubbles and metal loss, with 'cavitation damage' being a more specific term that encompasses the description of 'cavitation'.",
Can_d4cfba75,cavitation damage,CanRep_Can_06cb5c43,cavitation damage,"Metal loss resulting from the severe localized impact forces of collapsing vapor bubbles, characterized by sharp-edged pitting or gouged appearance.",DamageMechanism,,194,merged,"Both entities describe the same damage mechanism involving vapor bubbles and metal loss, with 'cavitation damage' being a more specific term that encompasses the description of 'cavitation'.",
Can_4b80163c,design modification,CanRep_Can_8e351d54,mechanical modification,A method to prevent cavitation damage by altering equipment design or mechanical components.,MitigationAction,,41,merged,"These entities all describe changes to design or mechanical components to prevent damage, fitting under a broader concept of design modification.",
Can_4b80163c,design modification,CanRep_Can_232e75f8,design change,An alteration in equipment design to prevent cavitation damage or conditions that lead to cavitation.,MitigationAction,,41,merged,"These entities all describe changes to design or mechanical components to prevent damage, fitting under a broader concept of design modification.",
Can_4b80163c,design modification,En_d9ea1dc9,design improvements,"Involves changes in shape, geometry, and materials selection to prevent erosion.",MitigationAction,,41,merged,"These entities all describe changes to design or mechanical components to prevent damage, fitting under a broader concept of design modification.",
Can_eb750d8c,,CanRep_Can_eb750d8c,operating change,Adjustments in operation to prevent cavitation by maintaining pressure above vapor pressure.,MitigationAction,,41,kept,"This entity specifically refers to operational changes, which is distinct from design modifications.",
Can_8616b4e1,,CanRep_Can_8616b4e1,cavitation prevention techniques,"Various methods to prevent cavitation by modifying flow paths, reducing fluid velocities, removing entrained air, altering fluid properties, and stabilizing flow.",MitigationAction,,-1,kept_noise_global,Global noise preserved for manual review,
Can_4240f43c,toughness,CanRep_Can_8bcdc757,toughness,The ability of a material to absorb energy and plastically deform without fracturing.,MaterialProperty,,115,merged,"Both 'toughness' and 'impact toughness' describe the ability of a material to absorb energy and deform without fracturing, indicating they refer to the same property.",
Can_4240f43c,toughness,En_5dc4bbd1,impact toughness,A measure of a material's ability to absorb energy and plastically deform without fracturing.,MaterialProperty,,115,merged,"Both 'toughness' and 'impact toughness' describe the ability of a material to absorb energy and deform without fracturing, indicating they refer to the same property.",
Can_0f5d098a,,CanRep_Can_0f5d098a,Corrosion Control in the Chemical Process Industries,"A book by C.P. Dillon on managing corrosion in chemical processing, published by MTI in 1994.",ReferenceMaterial,,222,kept,"The entity is a specific book by C.P. Dillon focused on corrosion control in chemical processing, distinct in its scope and authorship.",
Can_546bfd23,,CanRep_Can_546bfd23,MTI,An organization associated with the publication of 'Corrosion Control in the Chemical Process Industries'.,Organization,,-1,kept_noise_global,Global noise preserved for manual review,
Can_7162025c,,CanRep_Can_7162025c,Design and Corrosion Control,A book by V.R. Pludek discussing design strategies for corrosion control.,Publication,,-1,kept_noise_global,Global noise preserved for manual review,
Can_da41dd41,,CanRep_Can_da41dd41,fatigue cracking,"Cracking that occurs in materials due to cyclical stresses over time, often leading to sudden failure.",DamageMechanism,,234,kept,Fatigue cracking is a specific type of damage mechanism distinct from general cracking.,
Can_54115bfa,cyclical loading,CanRep_Can_bad47f0e,cyclical loading,"Repeated application of stress or load over time, often causing mechanical fatigue in materials.",OperatingCondition,,197,merged,"Both entities describe repeated application of stress over time, contributing to mechanical fatigue, and share the same type hint.",
Can_54115bfa,cyclical loading,En_9ac9c60e,cyclical stresses,"Stresses that occur repeatedly over time, contributing to mechanical fatigue and potential failure.",OperatingCondition,,197,merged,"Both entities describe repeated application of stress over time, contributing to mechanical fatigue, and share the same type hint.",
Can_1d77bf37,,CanRep_Can_1d77bf37,control valves,"Valves used to control fluid flow, which can cause vibration problems due to high pressure drops and are susceptible to vortex shedding.",Component,,26,kept,Control valves are a specific type of valve with distinct characteristics related to fluid flow control and vibration issues.,
Can_9c13920c,clam shell fingerprint,CanRep_Can_415e339c,clam shell fingerprint,"A pattern with concentric rings called 'beach marks' indicating fatigue failure, a signature mark of fatigue failure with concentric rings from crack initiation.",DamageMorphology,,18,merged,"Both entities describe the same phenomenon of concentric rings indicating fatigue failure, with 'beach marks' being a component of the 'clam shell fingerprint'.",
Can_9c13920c,clam shell fingerprint,En_fea9096c,beach marks,"Concentric rings emanating from the crack initiation site, characteristic of fatigue failure.",DamageMorphology,,18,merged,"Both entities describe the same phenomenon of concentric rings indicating fatigue failure, with 'beach marks' being a component of the 'clam shell fingerprint'.",
Can_02c9534a,,CanRep_Can_02c9534a,vibration-induced fatigue,"A form of mechanical fatigue caused by dynamic loading due to vibration, water hammer, or unstable fluid flow.",DamageMechanism,,225,kept,"Vibration-induced fatigue is a specific type of mechanical fatigue with distinct causes, so it should be kept separate.",
Can_972ba58d,,CanRep_Can_972ba58d,water hammer,A pressure surge or wave caused when a fluid in motion is forced to stop or change direction suddenly.,OperatingCondition,,67,kept,"The entity 'water hammer' is distinct as it refers to a pressure surge phenomenon, different from the other entities.",
Can_c64c8dfc,,CanRep_Can_c64c8dfc,notches,Geometric features or indentations in materials that can concentrate stress and lead to crack initiation.,ComponentFeature,,80,kept,"The entity 'notches' is a specific type of geometric feature, distinct from general material discontinuities.",
Can_a5046b2b,,CanRep_Can_a5046b2b,vibration dampening equipment,Devices used to reduce or eliminate vibrations in mechanical systems.,MitigationAction,,37,kept,"The entity 'vibration dampening equipment' is distinct as it refers to devices specifically designed to reduce or eliminate vibrations, which is a specific mitigation action.",
Can_b026e5c8,oxidation,CanRep_Can_78879b78,oxidation,A chemical reaction where materials degrade by reacting with oxygen.,DamageMechanism,,228,merged,"Both entities refer to the same chemical process involving oxygen and have similar descriptions and type hints, indicating they represent the same concept.",
Can_b026e5c8,oxidation,En_7846dab4,oxidation,"A chemical reaction where a material reacts with oxygen, often leading to corrosion.",DamageMechanism,,228,merged,"Both entities refer to the same chemical process involving oxygen and have similar descriptions and type hints, indicating they represent the same concept.",
Can_b9483f19,,CanRep_Can_b9483f19,joint configurations,Designs of joints in heavy wall sections to minimize restraint during welding and PWHT.,MitigationAction,,-1,kept_noise_global,Global noise preserved for manual review,
Can_ed706fc2,galvanic corrosion,CanRep_Can_9c9ae279,galvanic corrosion,A form of corrosion occurring at the junction of dissimilar metals in a conductive environment.,DamageMechanism,,231,merged,"Both entities describe the same corrosion process involving dissimilar metals and zinc, fitting under the same damage mechanism category.",
Can_ed706fc2,galvanic corrosion,En_c3ada8f1,galvanic corrosion,Corrosion process where Zn corrodes to protect underlying carbon steel in galvanized steel.,DamageMechanism,,231,merged,"Both entities describe the same corrosion process involving dissimilar metals and zinc, fitting under the same damage mechanism category.",
Can_e46dca96,,CanRep_Can_e46dca96,electrolyte,"A fluid that can conduct a current, necessary for galvanic corrosion to occur.",Component,,-1,kept_noise_global,Global noise preserved for manual review,
Can_a752f80b,,CanRep_Can_a752f80b,Copper Alloyed Aluminum,"Aluminum alloyed with copper, known for being affected by atmospheric corrosion.",Material,,183,kept,"The entity 'Copper Alloyed Aluminum' specifically refers to aluminum alloyed with copper, which is distinct in its description and characteristics.",
Can_ec6b0458,ASME,En_794c3b4d,ASME International,"An organization located at 3 Park Avenue, New York, providing engineering standards.",Organization,,192,merged,"Both entities refer to the same organization, ASME, with complementary descriptions that confirm their identity as the American Society of Mechanical Engineers.",
Can_ec6b0458,ASME,En_574f479f,ASME,"American Society of Mechanical Engineers, publisher of the Boiler and Pressure Vessel Code.",Organization,,192,merged,"Both entities refer to the same organization, ASME, with complementary descriptions that confirm their identity as the American Society of Mechanical Engineers.",
Can_a54c4533,Austenitic,En_8b79df00,Austenitic,A type of metallurgical structure found in 300 Series stainless steels and nickel base alloys.,MaterialStructure,,171,merged,"Both entities describe the same metallurgical structure with similar characteristics and context, differing only in minor details.",
Can_a54c4533,Austenitic,En_7f84b35b,austenitic,"A type of metallurgical structure found in stainless steels, known for its face-centered cubic crystal structure.",MetallurgicalStructure,,171,merged,"Both entities describe the same metallurgical structure with similar characteristics and context, differing only in minor details.",
Can_90239f45,Copper,En_90c474b1,Cu,"Copper, an element found in small quantities in certain steels.",Material,,116,merged,"Both entities refer to copper, a material, and their descriptions are consistent with each other.",
Can_90239f45,Copper,En_2556896f,copper,A common material of construction affected by cavitation.,Material,,116,merged,"Both entities refer to copper, a material, and their descriptions are consistent with each other.",
Can_3e142100,Silicon,En_f19a4857,Si,"Silicon, an element found in small quantities in certain steels.",Material,,85,merged,"Both entities refer to silicon, an element, and their descriptions are complementary.",
