canonical_id,canonical_name,member_id,member_name,member_desc,member_type,confidence_score,_cluster_id,resolved_action,resolution_rationale
Can_9c44ef74,LP,En_1e9bb50d,LP,"Low pressure, often used in industrial contexts to describe systems operating at reduced pressure levels.",OperatingCondition,0.95,72,merged,Both entities refer to low pressure as an operating condition in industrial contexts.
Can_6e9bd0d6,LPS,En_17af04ad,LPS,"Low pressure separator, a process unit used to separate components at low pressure.",ProcessUnit,0.95,72,merged,"Both entities describe the same process unit, a low pressure separator, used in industrial processes."
Can_6e9bd0d6,LPS,En_99118b04,LPS,"Low pressure separator, a device used to separate fluids at low pressure.",ProcessUnit,0.95,72,merged,"Both entities describe the same process unit, a low pressure separator, used in industrial processes."
Can_59913a04,MT,En_05838189,MT,"Magnetic particle testing, a non-destructive testing method for detecting surface and near-surface defects.",InspectionMethod,0.95,28,merged,"All entities refer to Magnetic Particle Testing with similar descriptions and type hints, indicating they are the same concept."
Can_59913a04,MT,En_1f2415d3,MT,"Magnetic particle testing, a non-destructive testing method for detecting surface and near-surface defects.",InspectionMethod,0.95,28,merged,"All entities refer to Magnetic Particle Testing with similar descriptions and type hints, indicating they are the same concept."
Can_59913a04,MT,En_b3ed93d5,MT,"Magnetic Particle Testing, a non-destructive testing method used to confirm surface cracking.",InspectionMethod,0.85,28,merged,"All entities refer to Magnetic Particle Testing with similar descriptions and type hints, indicating they are the same concept."
Can_59913a04,MT,En_67e88e7b,MT,"Magnetic Particle Testing, a method to detect surface and near-surface discontinuities.",InspectionMethod,0.9,28,merged,"All entities refer to Magnetic Particle Testing with similar descriptions and type hints, indicating they are the same concept."
Can_737a6f70,NAC,En_8d97dd31,NAC,"Naphthenic acid corrosion, a type of corrosion caused by naphthenic acids in crude oil.",DamageMechanism,0.95,58,merged,Both entities refer to the same concept of naphthenic acid corrosion with identical descriptions and type hints.
Can_737a6f70,NAC,En_04d7a193,NAC,"Naphthenic acid corrosion, a type of corrosion caused by naphthenic acids in crude oil.",DamageMechanism,0.95,58,merged,Both entities refer to the same concept of naphthenic acid corrosion with identical descriptions and type hints.
Can_c3cea812,PMI,En_e5941652,PMI,"Positive materials identification, a process used to verify the composition of metallic alloys.",InspectionMethod,0.95,18,merged,"Both entities refer to the same inspection method, 'Positive materials identification', with identical descriptions and type hints."
Can_c3cea812,PMI,En_c974e2de,PMI,"Positive materials identification, a method used to verify the composition of materials.",InspectionMethod,0.95,18,merged,"Both entities refer to the same inspection method, 'Positive materials identification', with identical descriptions and type hints."
Can_c5006344,PT,En_0c075047,PT,"Liquid penetrant testing, a method used to detect surface-breaking defects in non-porous materials.",InspectionMethod,0.95,28,merged,"All entities refer to Penetrant Testing with similar descriptions and type hints, indicating they are the same concept."
Can_c5006344,PT,En_7806f80f,PT,"Penetrant Testing, a method for detecting surface-breaking defects in non-porous materials.",InspectionMethod,0.9,28,merged,"All entities refer to Penetrant Testing with similar descriptions and type hints, indicating they are the same concept."
Can_c5006344,PT,En_15455b0f,PT,"Penetrant Testing, a non-destructive testing method used to confirm surface cracking.",InspectionMethod,0.85,28,merged,"All entities refer to Penetrant Testing with similar descriptions and type hints, indicating they are the same concept."
Can_c5006344,PT,En_41b58095,PT,"Penetrant Testing, a non-destructive method to detect surface-breaking defects.",InspectionMethod,0.9,28,merged,"All entities refer to Penetrant Testing with similar descriptions and type hints, indicating they are the same concept."
Can_3844ce1f,RFEC,En_c93845cb,RFEC,"Remote field eddy current testing, a technique for detecting flaws in conductive materials.",InspectionMethod,0.95,37,merged,Both entities refer to 'Remote field eddy current testing' with similar descriptions and acronyms.
Can_3844ce1f,RFEC,En_a9390a48,RFEC,"Remote field eddy current testing, a non-destructive testing method for detecting flaws in conductive materials.",InspectionMethod,0.95,37,merged,Both entities refer to 'Remote field eddy current testing' with similar descriptions and acronyms.
Can_e506fc48,RT,En_251c4f54,RT,"Radiographic testing, a technique used to inspect the internal structure of materials using X-rays or gamma rays.",InspectionMethod,0.95,37,merged,"Both entities refer to Radiographic Testing, a non-destructive inspection method using X-rays or gamma rays, and have similar descriptions and type hints."
Can_e506fc48,RT,En_16697e4c,RT,"Radiographic Testing, a non-destructive testing method using X-rays or gamma rays to view the internal structure of a component.",InspectionMethod,0.9,37,merged,"Both entities refer to Radiographic Testing, a non-destructive inspection method using X-rays or gamma rays, and have similar descriptions and type hints."
Can_83d98615,sour water,En_2927c1a8,SW,"Sour water, water that contains hydrogen sulfide and other sulfur compounds, often found in oil and gas processing.",Material,0.95,79,merged,"Both entities refer to 'sour water', described similarly as water containing hydrogen sulfide and sulfur compounds."
Can_83d98615,sour water,En_08ce43de,sour water,"Water containing hydrogen sulfide and other sulfur compounds, often a byproduct in refineries.",Material,0.95,79,merged,"Both entities refer to 'sour water', described similarly as water containing hydrogen sulfide and sulfur compounds."
Can_bfad8250,SWUT,En_d143c4b7,shear wave ultrasonic testing,A non-destructive testing method using shear waves to detect flaws in materials.,InspectionMethod,0.95,38,merged,Both entities refer to shear wave ultrasonic testing with identical descriptions and type hints.
Can_bfad8250,SWUT,En_849961cf,SWUT,"Shear wave ultrasonic testing, a non-destructive testing method using shear waves to detect flaws.",InspectionMethod,0.95,38,merged,Both entities refer to shear wave ultrasonic testing with identical descriptions and type hints.
Can_e2ddc9e4,titanium,En_4ad658b5,titanium,"A strong, lightweight, corrosion-resistant metal used in various industrial applications.",Material,0.95,61,merged,"Both entities refer to the same material, titanium, with similar descriptions and context."
Can_e2ddc9e4,titanium,En_0757ac83,Ti,"Titanium, a strong, lightweight metal used in various industrial applications.",Material,0.95,61,merged,"Both entities refer to the same material, titanium, with similar descriptions and context."
Can_a4b51df3,UT,En_08c55102,UT,"Ultrasonic testing, a non-destructive testing technique using high-frequency sound waves to detect internal flaws.",InspectionMethod,0.95,38,merged,Both entities refer to ultrasonic testing with similar descriptions and type hints.
Can_a4b51df3,UT,En_d57a511d,UT,"Ultrasonic Testing, a non-destructive testing method used to detect internal flaws in materials.",InspectionMethod,0.9,38,merged,Both entities refer to ultrasonic testing with similar descriptions and type hints.
Can_efe61990,VT,En_538113f0,VT,"Visual inspection, a basic inspection method involving the visual examination of equipment or components.",InspectionMethod,0.95,15,merged,"All three entities refer to 'VT' as a visual inspection method with similar descriptions and purposes, indicating they are the same concept."
Can_efe61990,VT,En_58408864,VT,Visual inspection method used to examine the surface condition of materials and components.,InspectionMethod,0.95,15,merged,"All three entities refer to 'VT' as a visual inspection method with similar descriptions and purposes, indicating they are the same concept."
Can_efe61990,VT,En_f5154057,VT,"Visual Testing, a non-destructive inspection technique used to assess surface conditions.",InspectionMethod,0.9,15,merged,"All three entities refer to 'VT' as a visual inspection method with similar descriptions and purposes, indicating they are the same concept."
Can_61be8afc,WFMT,En_f4634c12,WFMT,"Wet fluorescent magnetic particle testing, a non-destructive testing method for detecting surface and near-surface defects.",InspectionMethod,0.95,28,merged,"Both entities refer to Wet Fluorescent Magnetic Particle Testing with similar descriptions and type hints, indicating they are the same concept."
Can_61be8afc,WFMT,En_d5fa97a2,WFMT,"Wet Fluorescent Magnetic Testing, used to detect surface and near-surface discontinuities.",InspectionMethod,0.9,28,merged,"Both entities refer to Wet Fluorescent Magnetic Particle Testing with similar descriptions and type hints, indicating they are the same concept."
Can_6d8f46c3,chemistry,En_c313c9cb,chemistry,A critical factor affecting the occurrence of graphitization in steels.,CriticalFactor,0.8,51,merged,"Both entities refer to 'chemistry' as a critical factor in graphitization, indicating they describe the same concept."
Can_6d8f46c3,chemistry,En_d2f03539,chemistry,Chemical composition of steel influencing its susceptibility to graphitization.,CriticalFactor,0.9,51,merged,"Both entities refer to 'chemistry' as a critical factor in graphitization, indicating they describe the same concept."
Can_43a07530,time of exposure,En_89cfea2c,time of exposure,"Duration of exposure to high temperatures, affecting graphitization in steels.",CriticalFactor,0.8,46,merged,"Both entities refer to the duration of exposure affecting graphitization in steels, with similar descriptions and context."
Can_43a07530,time of exposure,En_c54f88ab,time of exposure,Duration of exposure to conditions that can lead to graphitization.,CriticalFactor,0.9,46,merged,"Both entities refer to the duration of exposure affecting graphitization in steels, with similar descriptions and context."
Can_adc6502d,brittle fracture,En_112d4bd3,brittle fracture,"Potential failure mode due to graphitization, increasing brittleness along planes of graphite nodules.",FailureEvent,0.85,80,merged,"All entities describe 'brittle fracture' as a sudden fracture with little to no plastic deformation, often linked to temper embrittlement or strain aging, indicating they refer to the same concept."
Can_adc6502d,brittle fracture,En_d4f98494,brittle fracture,A type of fracture that can occur in temper embrittled equipment during start-up and shutdown.,FailureEvent,0.88,80,merged,"All entities describe 'brittle fracture' as a sudden fracture with little to no plastic deformation, often linked to temper embrittlement or strain aging, indicating they refer to the same concept."
Can_adc6502d,brittle fracture,En_10792a35,brittle fracture,A catastrophic failure mode characterized by sudden fracture without significant plastic deformation.,FailureEvent,0.9,80,merged,"All entities describe 'brittle fracture' as a sudden fracture with little to no plastic deformation, often linked to temper embrittlement or strain aging, indicating they refer to the same concept."
Can_adc6502d,brittle fracture,En_29673775,brittle fracture,"A type of fracture that occurs without significant plastic deformation, often due to temper embrittlement.",FailureEvent,0.9,80,merged,"All entities describe 'brittle fracture' as a sudden fracture with little to no plastic deformation, often linked to temper embrittlement or strain aging, indicating they refer to the same concept."
Can_adc6502d,brittle fracture,En_18442375,brittle fracture,Failure of materials characterized by sudden fracture without significant prior deformation.,FailureEvent,0.95,80,merged,"All entities describe 'brittle fracture' as a sudden fracture with little to no plastic deformation, often linked to temper embrittlement or strain aging, indicating they refer to the same concept."
Can_adc6502d,brittle fracture,En_427450db,brittle fracture,"A type of fracture that occurs with little to no plastic deformation, often associated with strain aging.",FailureEvent,0.92,80,merged,"All entities describe 'brittle fracture' as a sudden fracture with little to no plastic deformation, often linked to temper embrittlement or strain aging, indicating they refer to the same concept."
Can_adc6502d,brittle fracture,En_89570b9f,brittle fracture,Sudden rapid fracture under stress with little or no ductility or plastic deformation.,DamageMechanism,0.95,80,merged,"All entities describe 'brittle fracture' as a sudden fracture with little to no plastic deformation, often linked to temper embrittlement or strain aging, indicating they refer to the same concept."
Can_adc6502d,brittle fracture,En_ac518948,brittle fracture,Sudden rapid fracture under stress with little or no ductility or plastic deformation.,DamageMechanism,0.95,80,merged,"All entities describe 'brittle fracture' as a sudden fracture with little to no plastic deformation, often linked to temper embrittlement or strain aging, indicating they refer to the same concept."
Can_adc6502d,brittle fracture,En_c7cd8705,brittle fracture,"Sudden rapid fracture under stress with little or no ductility, occurring during startup, shutdown, or hydrotest.",DamageMechanism,0.95,80,merged,"All entities describe 'brittle fracture' as a sudden fracture with little to no plastic deformation, often linked to temper embrittlement or strain aging, indicating they refer to the same concept."
Can_ba88cd46,FCC units,En_c725ed25,FCC units,"Fluid Catalytic Cracking units in refineries, susceptible to graphitization in hot-wall components.",ProcessUnit,0.9,60,merged,"These entities all refer to FCC units in refineries, with descriptions highlighting susceptibility to graphitization and spheroidization."
Can_ba88cd46,FCC units,En_dda3c99c,FCC units,Fluid catalytic cracking units used in refining processes to convert heavy hydrocarbons into lighter products.,ProcessUnit,0.9,60,merged,"These entities all refer to FCC units in refineries, with descriptions highlighting susceptibility to graphitization and spheroidization."
Can_ba88cd46,FCC units,En_d2c889ce,FCC units,Fluid Catalytic Cracking units where spheroidization can affect equipment.,ProcessUnit,0.9,60,merged,"These entities all refer to FCC units in refineries, with descriptions highlighting susceptibility to graphitization and spheroidization."
Can_eeb82195,catalytic reforming units,En_095ce011,catalytic reforming units,Units in refineries where graphitization can affect hot-wall components.,ProcessUnit,0.9,60,merged,"These entities describe catalytic reforming units in refineries, with consistent descriptions of their functions and vulnerabilities."
Can_eeb82195,catalytic reforming units,En_9d7d0bb3,catalytic reforming units,Units used in refining to convert naphtha into high-octane gasoline components.,ProcessUnit,0.9,60,merged,"These entities describe catalytic reforming units in refineries, with consistent descriptions of their functions and vulnerabilities."
Can_eeb82195,catalytic reforming units,En_c988fd77,catalytic reforming units,"Units involved in refining processes, affected by spheroidization.",ProcessUnit,0.9,60,merged,"These entities describe catalytic reforming units in refineries, with consistent descriptions of their functions and vulnerabilities."
Can_34fe23c1,coker units,En_bf8640ce,coker units,Refinery units where graphitization can affect hot-wall components.,ProcessUnit,0.9,60,merged,"Both entities refer to coker units in refineries, with similar descriptions of their functions and susceptibility to graphitization."
Can_34fe23c1,coker units,En_5a3126dd,coker units,Units used in refining to convert residual oil into lighter hydrocarbons and petroleum coke.,ProcessUnit,0.9,60,merged,"Both entities refer to coker units in refineries, with similar descriptions of their functions and susceptibility to graphitization."
Can_4af8a5a8,Bainitic grades,En_7d800998,bainitic grades,Steel grades less susceptible to graphitization compared to coarse pearlitic grades.,Material,0.85,73,merged,Both entities refer to bainitic grades of steel with similar descriptions and susceptibility to graphitization.
Can_4af8a5a8,Bainitic grades,En_5ca9c03d,Bainitic grades,"Steel grades with a bainitic microstructure, less susceptible to graphitization.",Material,0.85,73,merged,Both entities refer to bainitic grades of steel with similar descriptions and susceptibility to graphitization.
Can_03037f54,Coarse pearlitic grades,En_e1f0d931,coarse pearlitic grades,Steel grades more susceptible to graphitization compared to bainitic grades.,Material,0.85,73,merged,Both entities refer to coarse pearlitic grades of steel with similar descriptions and susceptibility to graphitization.
Can_03037f54,Coarse pearlitic grades,En_d45efe03,coarse pearlitic grades,"Steel grades with a coarse pearlitic microstructure, more susceptible to graphitization.",Material,0.85,73,merged,Both entities refer to coarse pearlitic grades of steel with similar descriptions and susceptibility to graphitization.
Can_b8288b18,reactors,En_5e72a11e,reactors,"Vessels used in chemical processing, affected by graphitization in FCC units.",Component,0.85,60,merged,"Both entities refer to reactors as components in chemical processing units, with susceptibility to specific types of damage."
Can_b8288b18,reactors,En_c560dfcf,reactors,Components in hydroprocessing and catalytic reforming units susceptible to temper embrittlement.,Component,0.9,60,merged,"Both entities refer to reactors as components in chemical processing units, with susceptibility to specific types of damage."
Can_b81ae8c2,Metallographic Examination,En_ecfe5dc4,metallographic examination,Technique for observing graphitization damage not visible to the naked eye.,InspectionMethod,0.9,6,merged,"These entities describe metallographic examination methods for observing microstructural changes, with overlapping descriptions and purposes."
Can_b81ae8c2,Metallographic Examination,En_945c0f27,metallography,"A method used to observe the microstructure of materials, necessary to detect spheroidization.",InspectionMethod,0.9,6,merged,"These entities describe metallographic examination methods for observing microstructural changes, with overlapping descriptions and purposes."
Can_b81ae8c2,Metallographic Examination,En_4ab5c230,metallographic observation,A method involving the removal of samples to observe microstructural changes like spheroidization.,InspectionMethod,0.9,6,merged,"These entities describe metallographic examination methods for observing microstructural changes, with overlapping descriptions and purposes."
Can_b81ae8c2,Metallographic Examination,En_3756caa4,metallographic examination,A method to confirm sigma phase embrittlement by examining the microstructure of metals.,InspectionMethod,0.9,6,merged,"These entities describe metallographic examination methods for observing microstructural changes, with overlapping descriptions and purposes."
Can_8b0ed054,spheroidization,En_b5d3c2f6,spheroidization,"A process where carbides in steel transform into spheroidal shapes, occurring above 1025°F.",DamageMechanism,0.95,26,merged,"All entities describe the same process of spheroidization in steels, with consistent descriptions and type hints, indicating they refer to the same concept."
Can_8b0ed054,spheroidization,En_fc3fa4df,spheroidization,"A microstructural change in steels where carbide phases agglomerate into a spheroidal form, reducing strength and creep resistance.",DamageMechanism,0.95,26,merged,"All entities describe the same process of spheroidization in steels, with consistent descriptions and type hints, indicating they refer to the same concept."
Can_8b0ed054,spheroidization,En_32ad6478,spheroidization,A change in the microstructure of steels where carbides agglomerate into a spheroidal form.,DamageMechanism,0.95,26,merged,"All entities describe the same process of spheroidization in steels, with consistent descriptions and type hints, indicating they refer to the same concept."
Can_8b0ed054,spheroidization,En_d11fe65b,spheroidization,A microstructural change in steels leading to loss of strength and increased ductility.,DamageMechanism,0.95,26,merged,"All entities describe the same process of spheroidization in steels, with consistent descriptions and type hints, indicating they refer to the same concept."
Can_8b0ed054,spheroidization,En_30908fc8,spheroidization,"Transformation of carbides in steels from finely dispersed to large agglomerated forms, reducing creep strength.",DamageMechanism,0.95,26,merged,"All entities describe the same process of spheroidization in steels, with consistent descriptions and type hints, indicating they refer to the same concept."
Can_8b0ed054,spheroidization,En_0e0768c9,spheroidization,"A microstructural change in steels where carbides transform to a spheroidal form, reducing strength.",DamageMechanism,0.95,26,merged,"All entities describe the same process of spheroidization in steels, with consistent descriptions and type hints, indicating they refer to the same concept."
Can_8b0ed054,spheroidization,En_24dd59f2,spheroidization,"A process where carbides in steel transform to a spheroidal form, affecting strength and creep resistance.",DamageMechanism,0.95,26,merged,"All entities describe the same process of spheroidization in steels, with consistent descriptions and type hints, indicating they refer to the same concept."
Can_308d24a0,creep deformation,En_6650723c,creep deformation,"Deformation occurring over time under stress, leading to surface breaking cracks.",DamageMechanism,0.9,84,merged,"All these entities describe the same fundamental concept of time-dependent deformation under stress, commonly referred to as 'creep', with slight variations in description that can be unified."
Can_308d24a0,creep deformation,En_d1c91bae,creep,Time-dependent deformation of metal components under load below the yield stress at high temperatures.,DamageMechanism,0.95,84,merged,"All these entities describe the same fundamental concept of time-dependent deformation under stress, commonly referred to as 'creep', with slight variations in description that can be unified."
Can_308d24a0,creep deformation,En_e57487e0,creep deformation,Time-dependent deformation of metal components under stress at high temperatures.,DamageMechanism,0.95,84,merged,"All these entities describe the same fundamental concept of time-dependent deformation under stress, commonly referred to as 'creep', with slight variations in description that can be unified."
Can_308d24a0,creep deformation,En_ec74910e,creep,"Time-dependent deformation under stress, leading to diametric growth.",DamageMechanism,0.9,84,merged,"All these entities describe the same fundamental concept of time-dependent deformation under stress, commonly referred to as 'creep', with slight variations in description that can be unified."
Can_e3a50eea,R. Viswanathan,En_a3fe74d9,R. Viswanathan,Co-author of a study on graphitization of steels in elevated-temperature service.,Author,0.95,57,merged,"All entities refer to R. Viswanathan, an author involved in similar research topics, with consistent descriptions and text spans."
Can_e3a50eea,R. Viswanathan,En_92819572,R. Viswanathan,Author of 'Damage Mechanisms and Life Assessment of High Temperature Components'.,Person,0.95,57,merged,"All entities refer to R. Viswanathan, an author involved in similar research topics, with consistent descriptions and text spans."
Can_e3a50eea,R. Viswanathan,En_ef94159d,R. Viswanathan,Author of 'Damage Mechanisms and Life Assessment of High Temperature Components'.,Author,0.95,57,merged,"All entities refer to R. Viswanathan, an author involved in similar research topics, with consistent descriptions and text spans."
Can_e3a50eea,R. Viswanathan,En_060364a4,R. Viswanathan,"Author of 'Damage Mechanisms and Life Assessment of High Temperature Components,' published by ASM International in 1989.",Author,0.95,57,merged,"All entities refer to R. Viswanathan, an author involved in similar research topics, with consistent descriptions and text spans."
Can_e3a50eea,R. Viswanathan,En_7ed22ac9,R.Viswanathan,Author of 'Damage Mechanisms and Life Assessment of High Temperature Components'.,Author,0.95,57,merged,"All entities refer to R. Viswanathan, an author involved in similar research topics, with consistent descriptions and text spans."
Can_e107e5d5,First International Symposium: Microstructures and Mechanical Properties of Aging Materials,En_7722f81d,First International Symposium: Microstructures and Mechanical Properties of Aging Materials,A conference where research on graphitization of steels was presented in November 1992.,Event,0.85,43,merged,"Both entities refer to the same symposium with identical names and similar descriptions, indicating they are the same event."
Can_e107e5d5,First International Symposium: Microstructures and Mechanical Properties of Aging Materials,En_0cd14815,First International Symposium: Microstructures and Mechanical Properties of Aging Materials,Conference where research on graphitization of steels was presented.,Event,0.85,43,merged,"Both entities refer to the same symposium with identical names and similar descriptions, indicating they are the same event."
Can_35a1e3b8,R.D. Port,En_8ad7a346,R.D. Port,Author of a paper on non-weld related graphitization failures.,Author,0.9,56,merged,"All three entities refer to the same author of the same paper, with slight variations in name formatting."
Can_35a1e3b8,R.D. Port,En_582ee2bf,R.D. Port,Author of the paper 'Non-Weld Related Graphitization Failures' presented at CORROSION/89.,Author,0.95,56,merged,"All three entities refer to the same author of the same paper, with slight variations in name formatting."
Can_35a1e3b8,R.D. Port,En_485ac52b,R. D. Port,Author of the paper 'Non-Weld Related Graphitization Failures'.,Author,0.95,56,merged,"All three entities refer to the same author of the same paper, with slight variations in name formatting."
Can_aa5902d1,"Materials Park, OH",En_113d036e,"Materials Park, OH","Location of ASM International, the publisher of the ASM Metals Handbook.",Location,0.85,14,merged,"All entities refer to the same location associated with ASM International, consistently described as the site where the Metals Handbook is published."
Can_aa5902d1,"Materials Park, OH",En_a228b220,"Materials Park, OH","Location of ASM International, the publisher of 'Metals Handbook – Desk Edition.'",Location,0.9,14,merged,"All entities refer to the same location associated with ASM International, consistently described as the site where the Metals Handbook is published."
Can_aa5902d1,"Materials Park, OH",En_e1fb7dbe,"Materials Park, OH","The location associated with ASM International, where the Metals Handbook is published.",Location,0.9,14,merged,"All entities refer to the same location associated with ASM International, consistently described as the site where the Metals Handbook is published."
Can_aa5902d1,"Materials Park, OH",En_87c8ecad,"Materials Park, OH","The location associated with ASM International, likely their headquarters or a significant site.",Location,0.85,14,merged,"All entities refer to the same location associated with ASM International, consistently described as the site where the Metals Handbook is published."
Can_aa5902d1,"Materials Park, OH",En_f560f688,"Materials Park, OH","Location of ASM International, the publisher of the referenced book.",Location,0.85,14,merged,"All entities refer to the same location associated with ASM International, consistently described as the site where the Metals Handbook is published."
Can_b089edf9,The National Board of Boiler and Pressure Vessel Inspectors,En_721e183e,The National Board of Boiler and Pressure Vessel Inspectors,An organization involved in the inspection of boilers and pressure vessels.,Organization,0.95,39,merged,"These entities all refer to the same organization, as indicated by the identical name and similar descriptions."
Can_b089edf9,The National Board of Boiler and Pressure Vessel Inspectors,En_69d70a3e,The National Board of Boiler and Pressure Vessel Inspectors,Organization associated with the publication of 'Microstructural Degradation.',Organization,0.9,39,merged,"These entities all refer to the same organization, as indicated by the identical name and similar descriptions."
Can_b089edf9,The National Board of Boiler and Pressure Vessel Inspectors,En_b3ba4ac4,The National Board of Boiler and Pressure Vessel Inspectors,Organization associated with the publication of 'Microstructural Degradation'.,Organization,0.95,39,merged,"These entities all refer to the same organization, as indicated by the identical name and similar descriptions."
Can_9575a342,stress-rupture properties,En_5029659e,stress-rupture properties,"Mechanical properties of materials under stress over time, affected by graphitization in steel.",MaterialProperty,0.85,65,merged,"Both entities refer to the same concept of material properties under stress over time, with similar descriptions and contexts."
Can_9575a342,stress-rupture properties,En_d4fc4be4,stress-rupture properties,Material properties indicating the ability to withstand stress over time without rupturing.,MaterialProperty,0.85,65,merged,"Both entities refer to the same concept of material properties under stress over time, with similar descriptions and contexts."
Can_7151ca9c,"WRC Bulletin Series, No.32",En_fbfcef0c,"WRC Bulletin Series, No.32",Publication where Joseph G. Wilson's study on graphitization was featured.,Publication,0.9,43,merged,"Both entities refer to the same WRC Bulletin Series, No.32, with consistent descriptions and context."
Can_7151ca9c,"WRC Bulletin Series, No.32",En_acd9bd7e,"WRC Bulletin Series, No.32",A publication series that includes research and findings related to welding and materials.,Publication,0.9,43,merged,"Both entities refer to the same WRC Bulletin Series, No.32, with consistent descriptions and context."
Can_2d8fb481,loss in strength,En_600ed043,loss in strength,A reduction in the mechanical strength of steel due to spheroidization.,Symptom,0.85,66,merged,"Both entities describe a reduction in strength due to spheroidization, with similar descriptions and contexts, indicating they refer to the same concept."
Can_2d8fb481,loss in strength,En_632b11c8,loss in strength,"Reduction in material strength due to spheroidization, potentially up to 30%.",Symptom,0.85,66,merged,"Both entities describe a reduction in strength due to spheroidization, with similar descriptions and contexts, indicating they refer to the same concept."
Can_2c06c4cc,coker units,En_268b8261,coker units,"Units used in oil refining, susceptible to spheroidization.",ProcessUnit,0.9,60,merged,"Both entities refer to coker units in oil refining, with overlapping descriptions of susceptibility to spheroidization and temper embrittlement."
Can_2c06c4cc,coker units,En_6980df2c,coker units,"Units with potential for temper embrittlement, often involved in heavy oil processing.",ProcessUnit,0.85,60,merged,"Both entities refer to coker units in oil refining, with overlapping descriptions of susceptibility to spheroidization and temper embrittlement."
Can_4c8416e0,fired heater tubes,En_9579085a,fired heater tubes,Components in boilers or process units that may lose creep strength due to spheroidization.,Component,0.9,68,merged,"These entities all refer to 'fired heater tubes' with similar descriptions about susceptibility to damage and inspection requirements, indicating they are the same concept."
Can_4c8416e0,fired heater tubes,En_af45bdbe,fired heater tubes,Tubes in fired heaters where minimizing metal temperature can help prevent creep damage.,Component,0.9,68,merged,"These entities all refer to 'fired heater tubes' with similar descriptions about susceptibility to damage and inspection requirements, indicating they are the same concept."
Can_4c8416e0,fired heater tubes,En_24bd757f,fired heater tubes,Tubes in fired heaters that are susceptible to creep damage at high temperatures.,Component,0.9,68,merged,"These entities all refer to 'fired heater tubes' with similar descriptions about susceptibility to damage and inspection requirements, indicating they are the same concept."
Can_4c8416e0,fired heater tubes,En_ae4d9555,fired heater tubes,Tubes in fired heaters that require inspection for various forms of damage.,Component,0.95,68,merged,"These entities all refer to 'fired heater tubes' with similar descriptions about susceptibility to damage and inspection requirements, indicating they are the same concept."
Can_4c8416e0,fired heater tubes,En_73fc8cd6,fired heater tubes,Tubes in fired heaters where cracks form primarily from the outside.,Component,0.9,68,merged,"These entities all refer to 'fired heater tubes' with similar descriptions about susceptibility to damage and inspection requirements, indicating they are the same concept."
Can_6c52c4de,National Association of Corrosion Engineers,En_c1362d46,NACE,Organization associated with the CORROSION/89 conference.,Organization,0.95,58,merged,"All entities refer to the same organization, the National Association of Corrosion Engineers, known for its role in corrosion engineering."
Can_6c52c4de,National Association of Corrosion Engineers,En_20150974,NACE,Organization associated with the CORROSION/76 conference.,Organization,0.85,58,merged,"All entities refer to the same organization, the National Association of Corrosion Engineers, known for its role in corrosion engineering."
Can_6c52c4de,National Association of Corrosion Engineers,En_a8d8e39e,National Association of Corrosion Engineers,Organization associated with the publication of the referenced material.,Organization,0.95,58,merged,"All entities refer to the same organization, the National Association of Corrosion Engineers, known for its role in corrosion engineering."
Can_6c52c4de,National Association of Corrosion Engineers,En_d5fb8e5d,National Association of Corrosion Engineers,Organization associated with corrosion engineering standards and publications.,Organization,0.95,58,merged,"All entities refer to the same organization, the National Association of Corrosion Engineers, known for its role in corrosion engineering."
Can_6c52c4de,National Association of Corrosion Engineers,En_7297e3ec,NACE,Acronym for the National Association of Corrosion Engineers.,Organization,0.95,58,merged,"All entities refer to the same organization, the National Association of Corrosion Engineers, known for its role in corrosion engineering."
Can_6c52c4de,National Association of Corrosion Engineers,En_bdd4f7ef,NACE International,Organization associated with the publication of the study on embrittlement.,Organization,0.85,58,merged,"All entities refer to the same organization, the National Association of Corrosion Engineers, known for its role in corrosion engineering."
Can_4a7a1cd6,temper embrittlement,En_ef3479b8,temper embrittlement,Reduction in toughness due to metallurgical changes in low alloy steels after long-term exposure to certain temperatures.,DamageMechanism,0.95,74,merged,"All entities refer to the same damage mechanism involving metallurgical changes in low alloy steels, with consistent descriptions and context."
Can_4a7a1cd6,temper embrittlement,En_e9375e9a,temper embrittlement,A damage mechanism causing reduction in toughness due to metallurgical changes in low alloy steels.,DamageMechanism,0.95,74,merged,"All entities refer to the same damage mechanism involving metallurgical changes in low alloy steels, with consistent descriptions and context."
Can_4a7a1cd6,temper embrittlement,En_a151616e,temper embrittlement,Reduction in toughness of 2.25Cr-1Mo steels due to metallurgical changes at specific temperatures.,DamageMechanism,0.95,74,merged,"All entities refer to the same damage mechanism involving metallurgical changes in low alloy steels, with consistent descriptions and context."
Can_4a7a1cd6,temper embrittlement,En_080bbd94,temper embrittlement,"A metallurgical change causing reduced toughness in low alloy steels, often confirmed through impact testing.",DamageMechanism,0.95,74,merged,"All entities refer to the same damage mechanism involving metallurgical changes in low alloy steels, with consistent descriptions and context."
Can_4a7a1cd6,temper embrittlement,En_773c3ff0,temper embrittlement,A metallurgical change causing reduced toughness and potential brittle fracture in low alloy steels.,DamageMechanism,0.95,74,merged,"All entities refer to the same damage mechanism involving metallurgical changes in low alloy steels, with consistent descriptions and context."
